;PhyloTree.org - mtDNA tree Build 17 (18 Feb 2016);;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a4; 8790 ;;;;;;;;;;;;;;;;;;JQ045107;NA20322
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1b1a4a; 13194 ;;;;;;;;;;;;;;;;;AY195783;JQ044792
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a2; 7954 ;;;;;;;;;;;;;;;;;;;EU092672;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a2a; 16289 ;;;;;;;;;;;;;;;;;;EU092775;EU092952
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;; 189 ;;;;;;;;;;;;;;;;;;;JN214471;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a3; 13980 ;;;;;;;;;;;;;;;;;;DQ304908;JX303892
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1b1a3a; 7915 ;;;;;;;;;;;;;;;;;DQ304914;DQ304905
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L1b1a3a1; 11254 ;;;;;;;;;;;;;;;;DQ304906;JQ044875
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1b1a3b; 1719  4216 ;;;;;;;;;;;;;;;;;JQ703036;DQ304907
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a9; 6446 ;;;;;;;;;;;;;;;;;;EU092737;JQ044876
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a15; 15077  15103 ;;;;;;;;;;;;;;;;;;NA19462;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1b1a15a; 16355 ;;;;;;;;;;;;;;;;;NA19198;JQ705587
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a17; 15629 ;;;;;;;;;;;;;;;;;;JQ704683;JQ045115
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a18; @182  12609  12696 ;;;;;;;;;;;;;;;;;;JQ705606;NA18501
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a5; 14812 ;;;;;;;;;;;;;;;;;;;NA20753;EU092928
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a6; 9755  14110 ;;;;;;;;;;;;;;;;;;;EU092716;JN214461
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a7; 6378 ;;;;;;;;;;;;;;;;;;;DQ304923;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a7a; 228  14053 ;;;;;;;;;;;;;;;;;;DQ282505;JQ704825
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a8; 7298 ;;;;;;;;;;;;;;;;;;;JQ704968;JN214430
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a10; 151 ;;;;;;;;;;;;;;;;;;;JQ045100;JQ705832
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a10a; 15763 ;;;;;;;;;;;;;;;;;;EU092893;EU092884
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a10b; 11506 ;;;;;;;;;;;;;;;;;;EU092852;JX303846
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a12; 1462  16400 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a12a; 11002 ;;;;;;;;;;;;;;;;;;FJ460537;JN214463
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1b1a12b; 7298  @16187 ;;;;;;;;;;;;;;;;;;JQ705931;EU200764
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a13; 5509 ;;;;;;;;;;;;;;;;;;;JN214477;FJ460522
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a14; 12512T ;;;;;;;;;;;;;;;;;;;JQ045114;JN214468
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b1a16; 185  14016  14040 ;;;;;;;;;;;;;;;;;;;JN214460;EU092667
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;L1b2'3; @195 ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L1b2; 189  12891  13893  14323  16239 ;;;;;;;;;;;;;;;;;;;;NA19909;JQ044866
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1b2a; 146  12171  16111  @16264 ;;;;;;;;;;;;;;;;;;;HM771162;JN214470
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L1b3; 723  4562  7972  14800 ;;;;;;;;;;;;;;;;;;;;JQ044936;JQ045038
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;L1c; 151  186A  189C  316  2395d  5951  6071  8027  9072  10586  12810  13485  14000A  14911  16294  16360 ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;L1c1'2'4'5'6; 297 ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L1c1'2'4'6; 198  10321 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1c1; 3796T  3843  14148  16293 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1c1a'b'd; 11899 ;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1c1a; 4454A  8087  14088 ;;;;;;;;;;;;;;;;;JQ705275;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;; @198 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c1a1; @10398  14034  @16223 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L1c1a1a; 44.1C  204  11257  16214  16234  16249 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L1c1a1a1; @182  467  2308  5984  11167  12930T  16274 ;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L1c1a1a1a; 6182  8928  9311  15663  @16293 ;;;;;;;;;;;;EU273490;HM771127
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L1c1a1a1b; @204  16051  16258 ;;;;;;;;;;;;EU273481;EU273497
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;L1c1a1a1b1; 5300 ;;;;;;;;;;;EU273478;EU597501
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L1c1a1a2; 4491  10667  13194  @16129 ;;;;;;;;;;;;;EU273500;EU273484
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L1c1a1b; @195  2141  5277  8769  9580  12164  13174  14040  15777  @16129  16184  @16360 ;;;;;;;;;;;;;;EU273491;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c1a2; 93  95C  @151  236  2755  2863  3513  3927  4506  7202  9647  12768  16274 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L1c1a2a; 4634  9336  12477 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L1c1a2a1; 7692 ;;;;;;;;;;;;;HM771217;EU273496
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L1c1a2a2; 15289 ;;;;;;;;;;;;;HM771180;HM771164
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L1c1a2b; @152  6752  7660  7693  9272 ;;;;;;;;;;;;;;EU273476;HM771137
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L1c1a2c; 8266  12007  13879 ;;;;;;;;;;;;;;HM771114;HM771113
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1c1b'd; 16086 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L1c1b; 1291  4688  5553  8619  9861  10084  12681  14393  16241 ;;;;;;;;;;;;;;;;NA19917;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c1b1; 4824  8277  15025  16291  @16293 ;;;;;;;;;;;;;;;EU273499;HM771220
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L1c1d; 5460  11914  15301  15626  16038 ;;;;;;;;;;;;;;;;NA19385;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c1d1; 5108  7948 ;;;;;;;;;;;;;;;FJ713601;AF346987
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1c1c; @198  249d  6267  8387  8389  9233  11335  12879  16172  @16187  @16294 ;;;;;;;;;;;;;;;;;;EU092717;JQ701901
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1c2'4; 5899.1C  12049  13149 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1c2; 6150  6253  7076  7337  8784  8877  10792  10793  11654  16265C  16286G  16527 ;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1c2a; 1420  2156.1A  15016  15784 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L1c2a1; 16145  16213 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c2a1a; 7744  8251  13212  13281  14812  16071  16234 ;;;;;;;;;;;;;;;AF346992;JX303855
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c2a1b; 3777  5237 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L1c2a2; 709  3438  @5899.1d  7070  7160  7301  @8701  9018  13437  16288  16357  @16360 ;;;;;;;;;;;;;;;;EU273501;EU092864
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L1c2a3; 471  6723  11329  14861 ;;;;;;;;;;;;;;;;EU092848;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c2a3a; 385  1048  7741  14127  @16129  16172 ;;;;;;;;;;;;;;;KC533467;JX303782
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1c2b; 11164  (16093)  (16286) ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L1c2b1; 10031 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c2b1a'b; 2220 ;;;;;;;;;;;;;;;DQ341059;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L1c2b1a; 5580  6209  14071 ;;;;;;;;;;;;;;HM771222;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L1c2b1a1; 3349  7675  12771 ;;;;;;;;;;;;;KC152939;JQ705864
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L1c2b1b; 5087  6480  9108  12669 ;;;;;;;;;;;;;;EU092849;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L1c2b1b1; 264  3275G  6173 ;;;;;;;;;;;;;JQ705650;JX303883
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L1c2b1c; 633  723  3421  3777  5580  5894d  10071  15672  16292 ;;;;;;;;;;;;;;;EU092712;JQ702903
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L1c2b2; 8567  13269  16320 ;;;;;;;;;;;;;;;;HM771221;EU092738
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1c4; @151  @198  5196  6629  7673  7960  9266  9545  13741  13879  16184  16301 ;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1c4a; 280  1503  4596  4937  4959  5054  11337  11854  12940  14182  15191  16037  16093  16140 ;;;;;;;;;;;;;;;;;EU273502;HM771117
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1c4b; 4706  11002 ;;;;;;;;;;;;;;;;;JF812599;JQ703773
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1c6; 930  2251  5231  14470 ;;;;;;;;;;;;;;;;;;;EU273489;JQ044836
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L1c5; 291T  709  5390  7762  8143  8281-8289d  9899  11150  12425  12630  13359  13368  15449  15553  15941  (16114A)  16261  @16294 ;;;;;;;;;;;;;;;;;;;;JX303797;JQ702617
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;L1c3; @195  6221A  6917  @7055  11302  15226  15905  15978 ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L1c3a; 6260  7498  7789  9966  12019  12501  @16187  16215 ;;;;;;;;;;;;;;;;;;;;EU092703;JX303824
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1c3a1; 3105 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1c3a1a; 2387  12616 ;;;;;;;;;;;;;;;;;;EU935458;EU092718
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1c3a1b; 8668  16355 ;;;;;;;;;;;;;;;;;;JX303871;EU092956
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L1c3b'c; 2283  16293 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1c3b; 8251  13981  14794  16163 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1c3b1; 629  3210  3434  4755  8417  12400  12542  16017 ;;;;;;;;;;;;;;;;;;HG01378;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1c3b1a; 11317  13708  16209 ;;;;;;;;;;;;;;;;;HG01080;EU273488
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L1c3b1b; 1686  2083 ;;;;;;;;;;;;;;;;;JQ702600;EU092689
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L1c3b2; @2283  3096  6297  6353  7805  7844  14128  14831  15244  15924  16086 ;;;;;;;;;;;;;;;;;;NA19256;NA19163
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L1c3c; 93  195  248  458  745.1T  3027  3525  3600  4853  11852  11984  12507  14669 ;;;;;;;;;;;;;;;;;;;EU273493;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;L2'3'4'5'6; 152  2758  2885  7146  8468 ;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;L5; 459.1C  3423  7972  12432  12950  16148  16166 ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;L5a; 152  455.1T  709  851  1822  5111  5147  5656  6182  6297  7424  8155  8188  8582  9305  9329  11025  11881  12236  13722  14212  14239  14581  14905  14971  15217  15884  16355  16362 ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L5a1; 455.2T  930  4496  8754 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L5a1a; 5004  9899 ;;;;;;;;;;;;;;;;;;;EF556173;DQ341060
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L5a1b; 14668  14819 ;;;;;;;;;;;;;;;;;;;EU092943;EU092888
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L5a1c; 513  4137 ;;;;;;;;;;;;;;;;;;;HM771198;NA19317
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L5a2; 527  8856 ;;;;;;;;;;;;;;;;;;;;EU092699;JX303751
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;L5b; @182  @13105  16254  @16311 ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L5b1; 249d  535  2417G  3027  3720  4976  5213  9809C  10493  11701  12188  12546T  12714  12810  13569  13830  16111  16360 ;;;;;;;;;;;;;;;;;;;;NA19373;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L5b1a; 182  8152  11065  12215 ;;;;;;;;;;;;;;;;;;;DQ341061;KC911364
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L5b1b; 14581 ;;;;;;;;;;;;;;;;;;;EU092774;NA19404
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L5b2; @195  459.1Cd  1717  1719  2080  2484  3564  3918  4092  4655  4676  4967  6527  7765  7789  G7972G  9018  9653  10101  11266  11287  11809  12507  12940  @12950  13050  13383  13602  15236  15418  @16189  16368  16527 ;;;;;;;;;;;;;;;;;;;;NA19332;NA19455
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;L2'3'4'6; 195  247  825A  8655  10688  10810  13105  13506  @15301  16129  16187  16189 ;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;L2; 146  150  152  2416  8206  9221  10115  13590  @16311  16390 ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;L2a'b'c'd; 195  11944 ;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;L2a; @150  7175 ;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;L2a1'2'3'4; 2789  7274  7771  11914  13803  14566  16294 ;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;L2a1; @182  12693  15784  16309 ;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;L2a1a; 3918  5285  15244  15629 ;;;;;;;;;;;;;;;;DQ304928;EU092916
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L2a1a1; 6152  15391  16368 ;;;;;;;;;;;;;;;NA19266;DQ304933
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L2a1a2; 16286 ;;;;;;;;;;;;;;;JN214449;DQ304968
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1a2a; 10454 ;;;;;;;;;;;;;;DQ304975;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1a2a1; 15211 ;;;;;;;;;;;;;NA20287;JQ044968
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L2a1a2a1a; 15421 ;;;;;;;;;;;;NA19117;DQ304976
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1a2b; 3336 ;;;;;;;;;;;;;;DQ304972;JQ045095
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1a2c; 5492  8841  13615 ;;;;;;;;;;;;;;HQ425645;DQ304927
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L2a1a3; 143  (16093) ;;;;;;;;;;;;;;;EU092711;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1a3a; 9165 ;;;;;;;;;;;;;;EU092890;EU092905
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1a3b; 3316 ;;;;;;;;;;;;;;DQ304948;JQ044819
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1a3c; 9449  16256 ;;;;;;;;;;;;;;HM771168;JQ045101
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;; 16189  (16192) ;;;;;;;;;;;;;;;;EU092806;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L2a1b; 10143 ;;;;;;;;;;;;;;;EU092761;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1b1; 15735 ;;;;;;;;;;;;;;NA19129;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1b1a; 5090  16290 ;;;;;;;;;;;;;EU092690;JX303858
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1b2; 8116 ;;;;;;;;;;;;;;JQ044975;JQ044841
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;; 143 ;;;;;;;;;;;;;;NA19625;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1b3; 207  1189 ;;;;;;;;;;;;;NA18856;JQ044837
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L2a1f; 5581 ;;;;;;;;;;;;;;;DQ304959;NA19125
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1f1; 731 ;;;;;;;;;;;;;;DQ304961;DQ304955
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1f1a; 7394 ;;;;;;;;;;;;;DQ304958;DQ304934
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1f2; 11692 ;;;;;;;;;;;;;;DQ112698;DQ304957
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1f3; 198 ;;;;;;;;;;;;;;KC533500;JQ044861
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L2a1g; 8014  14281  16131  16225  16234 ;;;;;;;;;;;;;;;KC533472;JX303906
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;; 143 ;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L2a1c; 3010  6663 ;;;;;;;;;;;;;;;EU092733;HM771224
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;; 16086 ;;;;;;;;;;;;;;JQ044973;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1c1; 198  930  3308  8604 ;;;;;;;;;;;;;FJ460560;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L2a1c1a; 6311 ;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;L2a1c1a1; 3338 ;;;;;;;;;;;JQ705046;NA18868
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;L2a1c1a2; 6164 ;;;;;;;;;;;JQ412577;EU092954
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1c6; 189  4164  10954  16169 ;;;;;;;;;;;;;JN214436;JQ702659
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1c2; 10903  15924  16213 ;;;;;;;;;;;;;;JQ045108;JQ045024
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1c2a; 513  16193  16239 ;;;;;;;;;;;;;HM771169;JQ045025
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1c3; 9932 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1c3a; 7858 ;;;;;;;;;;;;;EU092663;EU200762
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L2a1c3a1; 198  5843  15115  16290 ;;;;;;;;;;;;JQ705145;NA19923
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1c3b; @16309  16355 ;;;;;;;;;;;;;JQ044996;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L2a1c3b1; 10410 ;;;;;;;;;;;;JQ045110;EU092720
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L2a1c3b2; 9854  14384  14965  16311 ;;;;;;;;;;;;NA19096;JQ045063
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1c4; 12172 ;;;;;;;;;;;;;;JN214432;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1c4a; 12354 ;;;;;;;;;;;;;DQ304942;FJ460549
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L2a1c4a1; 5252 ;;;;;;;;;;;;DQ304951;NA18912
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;; 16129 ;;;;;;;;;;;;;;JN858955;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1c5; 13260 ;;;;;;;;;;;;;NA18908;HM771225
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; @16309 ;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1d; 182  5196  9530  11386  12612  13934 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1d1; 12007  13395  16209  16301  16354 ;;;;;;;;;;;;;EU092765;EU092939
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1d2; 9356 ;;;;;;;;;;;;;JX303838;JN858956
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1h; 3505  4772  12976 ;;;;;;;;;;;;;;EU092676;EU092914
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;L2a1e; 3495A  8790  12630 ;;;;;;;;;;;;;;;DQ304945;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1e1; @143  8541  14599 ;;;;;;;;;;;;;;DQ304930;NA19116
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;; 16189  (16192) ;;;;;;;;;;;;;;;FJ460527;HQ384198
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;; @16309 ;;;;;;;;;;;;;;EU092793;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1i; 15229  16362 ;;;;;;;;;;;;;JQ044958;JQ044905
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L2a1i1; 6164  10920 ;;;;;;;;;;;;JX303853;EF657335
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1q; 2746  13917  16245 ;;;;;;;;;;;;;JX303870;NA19381
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1j; 8764  14464 ;;;;;;;;;;;;;;EU092756;EU092816
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1k; 6722  12903  16218 ;;;;;;;;;;;;;;EU200763;EU200760
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;L2a1l; 534 ;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;L2a1l1; 12408 ;;;;;;;;;;;;;JQ044956;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;L2a1l1a; 5580 ;;;;;;;;;;;;EU092807;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;L2a1l1a1; 11059 ;;;;;;;;;;;EU092812;JQ044817
